,name,gender,meanings
2119,Doralie,g,gift
2120,Doralis,g,gift
2121,Dordei,g,divine gift
2122,Dordie,g,divine gift
2123,Dorelia,g,gift
2124,Dorene,g,"blonde,ann."
2125,Doretta,g,gift
2126,Dorian,u,"from the sea,descendant of dorus. dorian was a character in oscar wildes novel the picture of dorian gray who was given his wish that his portrait would age while he remained young and handsome.."
2127,Doriana,g,of the sea descendant of dorus.
2128,Dorianna,g,of the sea descendant of dorus.
2129,Dorianne,g,of the sea descendant of dorus.
2130,Dorienne,g,descendant of dorus
2131,Dorine,g,blonde
2132,Dorlisa,g,a vision
2133,Dorothea,g,from the name dorothy
2134,Dorrian,g,descendant of dorus
2135,Dorte,g,a vision
2136,Dorthe,g,the danish form of dorothy..
2137,Dota,g,"from the old danish language, commonly thought to mean daughter.."
2138,Dotta,g,"from the old danish language, commonly thought to mean daughter.."
2139,Dottir,g,"from the old danish language, commonly thought to mean daughter.."
2140,Douce,g,"gentle, sweet"
2141,Dova,g,"peace, a dove"
2142,Dove,g,bird of peace
2143,Doyel,g,a song-birl
2144,Dragoslava,g,precious fame
2145,Draupadi,g,wife of pandavas
2146,Draupnir,g,odins magic ring
2147,Dreama,g,joyous music
2148,Drevon,g,a form of draven
2149,Drisana,g,daughter of the sun
2150,Drishti,g,"sight,focus; eyesight"
2151,Drishya,g,sight
2152,Dristi,g,"sight,focus; eyesight"
2153,Druella,g,an elfin vision
2154,Drury,u,loving
2155,Drusilla,g,sturdy
2156,Druti,g,softened
2157,Dryope,g,a nymph
2158,Dtsirte,g,desired wished
2159,Duci,g,wealthy gift
2160,Dulari,g,dear.
2161,Durba,g,sacred grass
2162,Durene,g,everlasting
2163,Duriana,g,fruit durian
2164,Durva,g,"a medicinal herb,sacred grass"
2165,Dusana,g,"a spirit, a soul"
2166,Dustee,g,nickname
2167,Dusti,g,nickname
2168,Dusty,u,full of dust or valiant fighter.
2169,Dwipavati,g,river.
2170,Dysis,g,sunset
2171,Dyuti,g,"full of splendor, light"
2172,Eacnung,g,bears children
2173,Eadaion,g,joyous friendship
2174,Eadgyth,g,happy warfare
2175,Eadignes,g,bliss
2176,Eadlin,g,princess
2177,Eadmund,u,rich benefactress
2178,Eadwine,u,wealthy friend
2179,Earlena,g,"noble woman,shield."
2180,Earlene,g,"noble woman.,pledge,shield."
2181,Earnestyna,g,serious
2182,Earric,g,powerful
2183,Eartha,g,"worldly,the earth."
2184,Eathellreda,g,noble maiden
2185,Ebba,g,"power, vigor.,flowing tide,strength."
2186,Eberta,g,"bright, brilliant"
2187,Ebonee,g,black
2188,Eboni,g,the color black
2189,Ebonique,g,black
2190,Ebony,g,dark strength
2191,Ecchumati,g,a river
2192,Echidna,g,mythical monster
2193,Ecterine,g,innocent
2194,Edburga,g,wealthy defender
2195,Edena,g,form of edna
2196,Edgar,u,great spearman
2197,Edit,g,joyous
2198,Edith,u,happy
2199,Editha,g,joyous
2200,Editta,g,"wealthy present,wealthy."
2201,Edjo,g,another form of uadjit
2202,Edla,g,princess
2203,Edlyn,g,noblewoman
2204,Edlynn,g,princess
2205,Edlynne,g,princess
2206,Edmanda,g,rich benefactress
2207,Edmee,g,feminine form of edmund
2208,Edmonda,g,wealthy defender
2209,Edmunda,g,wealthy defender
2210,Edolia,g,good humor
2211,Edolie,g,"noble, good"
2212,Edra,g,"powerful,powerful."
2213,Edris,g,wealthy ruler
2214,Edrys,g,wealthy ruler
2215,Eduarda,g,rich benefactress
2216,Edurne,g,"snow.,snow"
2217,Edward,u,"wealthy guardian,strong as a boar."
2218,Edwige,g,refuge from war
2219,Edwinna,g,rich in friendship
2220,Edyt,g,joyous
2221,Edyta,g,wealthy present
2222,Edyte,g,wealthy present
2223,Edyth,g,joyous
2224,Edytha,g,spoils of war
2225,Edythe,g,happy
2226,Eenakshi,g,whose eyes look like deer
2227,Eferhild,g,bear or warrior maiden
2228,Eferhilda,g,bear or warrior maiden
2229,Efterpi,g,pretty in face
2230,Efthemia,g,i think hope
2231,Egberta,g,shining sword
2232,Egbertine,g,shining sword
2233,Egbertyne,g,shining sword
2234,Egeria,g,a wise adviser
2235,Eglantine,g,wild rose
2236,Eguskine,g,"sunshine.,sunny"
2237,Ehawee,g,laughing maid
2238,Eheubryd,g,"legendary daughter of kyvwich.,legendary daughter of kyvwich.."
2239,Eidothea,g,a sea nymph
2240,Eiluned,g,"from cilun meaning idol,from cilun meaning idol."
2241,Eira,g,"snow,snow."
2242,Eiravati,g,"lightening, ravi river"
2243,Eirlys,g,snow
2244,Ejona,g,ours
2245,Ekaja,g,only child
2246,Ekala,g,a lake
2247,Ekani,u,one
2248,Ekanta,g,"devoted one,devoted girl"
2249,Ekantha,g,lovely.
2250,Ekaparana,g,wife of himalaya
2251,Ekata,g,"unity.,unity"
2252,Ekavali,g,single string; necklace
2253,Ekta,g,unity
2254,Ektaa,g,unity
2255,Elain,g,"fawn,fawn."
2256,Elaine,g,light
2257,Elani,g,light
2258,Elanora,g,a home by the sea
2259,Elavarasi,g,princess
2260,Elba,u,italian place name
2261,Elberta,g,noble or glorious
2262,Elberte,g,noble or glorious
2263,Elbertine,g,noble or glorious
2264,Elbertyna,g,noble or glorious
2265,Elda,g,"warrior.,old"
2266,Elde,g,warrior
2267,Eldoris,g,of the sea
2268,Eldreda,g,sage
2269,Eldrida,g,wise or prudent advisor
2270,Eldride,g,wise or prudent advisor
2271,Eleana,g,daughter of the sun
2272,Eleanore,g,light
2273,Elefteria,g,freedom
2274,Elen,g,"welsh forrn of helen.,form of helen - bright one."
2275,Elene,g,"name of a poem,light."
2276,Eleni,g,light
2277,Elenitsa,g,light
2278,Elenora,g,light
2279,Elenore,g,light
2280,Eleonora,g,light
2281,Eleonore,g,shining light
2282,Elepheteria,g,free
2283,Elephteria,g,free
2284,Eleta,g,chosen
2285,Elethea,g,healer
2286,Elethia,g,healer
2287,Elexa,g,mankinds helper
2288,Eleyn,g,form of helen - bright one.
2289,Elfie,g,good elf
2290,Elfreda,g,good counselor
2291,Elfrieda,g,good counselor
2292,Elga,g,elfin spear
2293,Elianne,g,daughter of the sun
2294,Elica,g,noble
2295,Elida,g,winged
2296,Elienor,g,light
2297,Elil,g,beauty
2298,Elilammal,g,beautiful girl
2299,Elili,g,beautiful
2300,Elilmangai,g,beautiful girl
2301,Elilnangai,g,beautiful girl
2302,Elined,g,"from cilun meaning idol,from cilun meaning idol."
2303,Elinor,g,"light,a variant spelling of eleanor. famous bearers: elinor was one of the heroines in jane austens novel sense and sensibihiy.."
2304,Elinore,g,light
2305,Eliska,g,truthful
2306,Elitia,g,elite one
2307,Ellaine,g,shining light
2308,Ellenweorc,g,famous courage
2309,Ellery,u,"elder tree island,lives by the alder tree."
2310,Ellette,g,little elf
2311,Ellin,g,to move
2312,Ellinor,g,light
2313,Ellison,u,son of elias
2314,Ellora,g,the name given to the cave temples of india.
2315,Ellylw,g,"legendary daughter of neol hang cock.,legendary daughter of neol hang cock.."
2316,Elmer,u,famous
2317,Elmine,g,intimidating fame
2318,Elmira,g,noble
2319,Elmyra,g,noble
2320,Elodie,g,marshy white blossom
2321,Elouera,g,from the pleasant place
2322,Elpida,g,hope
2323,Elrica,g,the ruler of all
2324,Elsha,g,"noble.,noble"
2325,Elswyth,g,elf from the willow trees
2326,Elthia,g,healer
2327,Elva,u,"elf,elfin.,from the old norse alfr meaning elf.."
2328,Elvena,g,good elf
2329,Elvia,g,"elf,elfin."
2330,Elvie,u,"elfin.,elfin good counselor or elf."
2331,Elvine,g,good elf
2332,Elvinia,g,"elfin,elfin."
2333,Elvyne,g,good elf
2334,Elwine,g,friend of the elves
2335,Elwira,g,"polish form of elvira, white."
2336,Elwyna,g,friend of the elves
2337,Elyta,g,winged
2338,Emberlynn,g,precious pretty jewel
2339,Embla,g,from an elm
2340,Emele,g,"industrious, admiring"
2341,Emelie,u,industrious
2342,Emelin,g,hard working
2343,Emelye,g,"from the latin aemilia, the feminine form of the roman clan name aemilius, anglicized by chaucer.."
2344,Emerald,g,"the gemstone emerald.,a bright green gem,the prized green emerald gemstone.."
2345,Emeraude,g,emerald
2346,Emerson,u,"brave; powerful.,son of emery"
2347,Emestine,g,serious
2348,Emilie,g,"ambitious,german form of emily.,flattering."
2349,Emilly,g,"beauty, intelligence"
2350,Emlyn,u,"brave and noble warrior,industrious. welsh version of the latin aemilianus. also, from the welsh place name newcastle emlyn. famous bearer: welsh actor and dramatist emlyn williams.."
2351,Emmly,g,admiring
2352,Emmylou,g,whole
2353,Emsley,u,gift from above
2354,Endocia,g,of unquestionable reputation.
2355,Enerstyne,g,serious
2356,Engelberta,g,a bright angel
2357,Engelbertha,g,bright angel
2358,Engelbertine,g,bright angel
2359,Engleberta,g,bright angel
2360,Enid,g,"spirit.,soul,woodlark. life. from enaid, meaning soul or life.."
2361,Enit,g,"fair,woodlark."
2362,Enola,g,"solitary,solitary."
2363,Enora,g,light
2364,Enrhydreg,g,"legendary daughter of tuduathar.,legendary daughter of tuduathar.."
2365,Enrichetta,g,ruler
2366,Enyd,g,fair
2367,Ephie,g,well spoken
2368,Epide,g,hope
2369,Eraman,g,honorable
2370,Eramana,g,honorable
2371,Erasma,g,amiable
2372,Erato,g,muse of erotic poetry
2373,Erdudvyl,g,"legendary daughter of tryffin.,legendary daughter of tryffin.."
2374,Eres,g,"wonderful,wonderful."
2375,Eriantha,g,sweet
2376,Erianthe,g,sweet as many flowers
2377,Erianthia,g,sweet
2378,Eric,u,"honorable ruler,from the old norse language, in which the name is spelled eiríkr and means ever ruler, complete ruler. danish invaders brought the name to england, where it became popular in the 19th century.."
2379,Erica,g,honorable ruler
2380,Ericka,g,ever kingly feminine of eric.
2381,Erigone,g,daughter of icarius
2382,Erihapeti,g,maori form of elizabeth
2383,Erikka,g,ever kingly feminine of eric.
2384,Erimentha,g,"collector of thoughts, determined protector."
2385,Erinyes,g,a fury
2386,Eriphyle,g,wife of amphiaraus
2387,Erleen,g,noblewoman
2388,Erlene,g,"elfin,shield. from the german name herlinde.."
2389,Erling,u,"noblemans son.,descendant"
2390,Erme,u,form of ermin - universal whole.
2391,Ermelinda,g,serpent
2392,Ermelinde,g,serpent
2393,Ermintrude,g,"universal strength. from the old german ermin meaning universal, and drudi meaning strength.."
2394,Ermyntrude,g,"universal strength. from the old german ermin meaning universal, and drudi meaning strength.."
2395,Ernesha,g,"serious, determined"
2396,Ernest,u,"serious; determined.,truth"
2397,Ernestine,g,"serious, determined,feminine form of earnest: a variant spelling of the german earnest, meaning serious determined, earnestness or vigor, from the old german ernust. famous bearer: the hero of oscar wildes comedy the importance of being earnest.."
2398,Ertha,g,"worldly.,the earth"
2399,Eryka,g,ever kingly feminine of eric.
2400,Erytheia,g,one of the hesperides
2401,Eshana,g,searcher
2402,Esmeralda,g,"emerald,the emerald gemstone. famous bearer: the heroine of victor hugos novel the hunchback of notre dame.."
2403,Esmeraude,g,emerald
2404,Esperanza,g,"hope.,hope"
2405,Esta,u,from the east
2406,Estee,g,"star,star.."
2407,Esther,u,"star,star."
2408,Esti,g,"of sweet flavor, honey."
2409,Esyilt,g,welsh form of isolda
2410,Eszti,g,star
2411,Etania,g,wealthy
2412,Etenia,g,"wealthy,rich."
2413,Eternity,g,everlasting
2414,Ethel,u,"noble,noble."
2415,Ethelda,g,noble in counsel
2416,Ethelde,g,wise advisor
2417,Etheldreda,g,"from the old english name aethelthryth, meaning noble and strength. famous bearer: st etheldreda, later known as st audrey, founded a monastery at ely.."
2418,Ethelind,g,intelligent
2419,Ethelinde,g,noble serpent
2420,Ethelred,u,well advised
2421,Ethelreda,g,noble maiden
2422,Etienette,g,a garland or crown
2423,Etoile,g,star
2424,Evadine,g,from greek mythology
2425,Evadne,g,greek mythological figure
2426,Evanee,g,feminine of evan young fighter.
2427,Evangela,g,brings good news
2428,Evangelia,g,bringer of good news
2429,Evangelyn,g,brings good news
2430,Evania,g,"tranquil,feminine of evan: young fighter.."
2431,Evanna,g,"right handed.,feminine of evan young fighter."
2432,Evanth,g,flower
2433,Evanthe,g,flower
2434,Evzen,u,of noble birth
2435,Eyslk,g,"fair,fair."
2436,Fabiana,g,bean farmer
2437,Fabienne,g,bean grower
2438,Fabiola,g,bean grower
2439,Faeryn,g,from the fairies
2440,Faida,g,folded wings
2441,Faiga,g,a bird
2442,Fairly,u,the far meadow
2443,Fairuza,u,turquoise
2444,Faith,g,"to trust,faithful. a christian virtue name popular among 16th century puritans.."
2445,Faithe,g,faithful
2446,Fala,g,"a crow,crow (choctaw)."
2447,Fanchon,g,"free, whimsical"
2448,Fanchone,g,free
2449,Fanetta,g,crowned with laurels
2450,Fanette,g,crowned with laurels
2451,Faren,g,adventurous
2452,Farica,g,chief of peace
2453,Farideh,g,delightful
2454,Farin,u,adventurous
2455,Farley,u,"from the bulls pasture.,from the bull pasture"
2456,Farrah,g,delightful
2457,Farrin,u,"adventurous,the land."
2458,Farron,u,adventurous
2459,Farryn,g,adventurous
2460,Faryn,g,adventurous
2461,Fate,u,destiny
2462,Faustine,g,lucky
2463,Fauve,g,wild
2464,Favor,g,approval
2465,Fayela,g,faith and beauty
2466,Fayette,u,little fairy
2467,Faylinn,g,fairy kingdom
2468,Fayme,g,famed
2469,Fayre,g,beautiful
2470,Fayth,g,faithful
2471,Faythe,g,"confidence, trust, belief"
2472,Fayyim,g,one who is strong.
2473,Federikke,g,feminine form of frederik
2474,Fedora,g,divine gift
2475,Fela,g,lucky
2476,Felabeorht,g,brilliant
2477,Felberta,g,brilliant
2478,Felcia,g,lucky
2479,Felecidade,g,a portuguese version of the name felicity..
2480,Felicia,g,"a feminine form of felix.,great happiness.,happiness"
2481,Felicienne,g,great happiness
2482,Felicite,g,fortunate
2483,Felicity,g,"happy. a virtue name.,great happiness.,happiness"
2484,Felisberta,g,intelligent
2485,Felka,g,lucky
2486,Femi,g,love
2487,Femke,g,peace
2488,Fereng,g,free
2489,Ferike,g,free
2490,Fern,u,a fern plant
2491,Fernanda,g,"prepared for the journey,a portuguese version of the name ferdinand.."
2492,Fernande,g,adventuresome
2493,Ferne,g,a green plant that loves shade.
2494,Ferran,u,"baker,adventurous. note: this database is copyright 2000, muse creations inc.."
2495,Ferryn,g,adventurous
2496,Fethawit,g,fear and justice
2497,Ffraid,g,"form of bridget - resolute strength.,welsh form of bridget: strong.."
2498,Fiala,g,violet
2499,Fiammetta,g,a flickering fire
2500,Fidanka,g,sapling
2501,Fifi,g,he shall add
2502,Fikre,u,my love
2503,Filberta,g,brilliant
2504,Filia,g,friendship
2505,Filicia,g,great happiness
2506,Filipa,g,"loves horses,the portuguese female version of the name phillip, meaning lover of horses.."
2507,Filippa,g,a lover of horses
2508,Filomenia,g,lover of man
2509,Finnur,u,one from finland
2510,Fiorella,g,little flower
2511,Fiorenza,g,flower
2512,Firaki,g,
2513,Firenze,g,flower
2514,Firoja,g,stone
2515,Firoza,g,turquoise.
2516,Fjola,g,"violet (flower),flower"
2517,Fjorgyn,g,mother of thor
2518,Flair,g,"style, verve"
2519,Flash,u,bright light
2520,Flavia,g,"blond.,blonde"
2521,Fleurette,g,little flower
2522,Florence,u,"flowering.,prosperous"
2523,Florenza,g,flowering
2524,Floressa,g,flower
2525,Floretta,g,flower
2526,Flori,g,flower
2527,Floria,g,"flower.,flowering"
2528,Floriana,g,flower
2529,Florinda,g,flower
2530,Florka,g,flower
2531,Florrie,g,"form of florence blooming,flower."
2532,Flos,g,chieftain
2533,Folami,g,honor and respect
2534,Fonda,g,"tender.,the earth, grounded"
2535,Fondea,u,to melt
2536,Foolan,g,blooming.
2537,Forest,u,"from the woods,woods; forest."
2538,Forever,g,never ending
2539,Forrest,u,"of the woods, forest,from the woods."
2540,Fortuna,g,"lucky.,lucky"
2541,Forum,g,"fragrance,fragarance"
2542,Fotini,g,light
2543,Franchesca,g,free
2544,Franci,g,"free,modern variants of frances meaning from france or free one.."
2545,Francia,g,"free,modern variants of frances meaning from france or free one.."
2546,Francie,g,modern variants of frances meaning from france or free one..
2547,Francine,g,form of frances
2548,Francique,g,free
2549,Francoise,g,from france or free one feminine of francis.
2550,Frantiska,g,free
2551,Franze,g,free
2552,Fredda,g,peaceful ruler feminine of frederick.
2553,Freddi,g,peaceful ruler feminine of frederick.
2554,Freddie,u,a peaceful ruler
2555,Frederica,g,a peaceful ruler
2556,Fredrica,g,peace
2557,Fredricka,g,peaceful ruler
2558,Freedom,u,"not in captivity,freedom; liberty."
2559,Freida,g,wise judge
2560,French,u,from france
2561,Freydis,g,noblewoman
2562,Frida,g,peace
2563,Frideborg,g,tranquil aide
2564,Fridrik,u,peaceful ruler
2565,Friedegard,g,tranquil leader
2566,Friedegarde,g,tranquil leader
2567,Friederike,g,tranquil leader
2568,Frigg,g,"love,one who comes from iceland, of icelandic origin.."
2569,Frikka,g,peaceful ruler
2570,Fritha,g,"from the old danish language, meaning protection. a name from the viking era.."
2571,Fritjof,g,tranquil aide
2572,Fritzi,g,a peaceful ruler
2573,Fritzie,g,tranquil leader
2574,Frodine,g,sage friend
2575,Fryda,g,tranquil leader
2576,Fuchia,g,flower-fuschia
2577,Fulki,u,spark
2578,Fulla,g,one of friggas ladies in waiting.
2579,Fullan,g,blooming
2580,Fullara,g,wife of kalketu
2581,Fulmala,g,garland
2582,Fultushi,g,common name
2583,Fulvia,g,"blond.,blonde"
2584,Gadara,g,from the top of a mountain.
2585,Gadarine,g,from the top of a mountain.
2586,Gaerwn,u,white fort
2587,Gaetana,g,"from gaete.,from gaeta"
2588,Gaetane,g,"from gaete.,from gaeta,"
2589,Gaganpreet,u,sky lover
2590,Gaho,g,"mother,mother."
2591,Gainell,g,"happy, shiny"
2592,Galatea,g,white
2593,Galatee,g,white
2594,Galen,u,"festive party.,tranquil.,healer, calm"
2595,Galena,g,"festive party.,healer,small intelligent one."
2596,Galenia,g,"small intelligent one,small intelligent one."
2597,Galiana,g,supreme one
2598,Galiena,g,high one
2599,Galilahi,g,"attractive,attractive (cherokee)."
2600,Gambhiri,g,noble
2601,Gandhali,g,sweet scent
2602,Gandhari,g,name of a princess
2603,Ganga,g,"river ganga,indian river ganga ( bhagirathi, mandakini),particular river"
2604,Ganjan,g,exceding
2605,Garaitz,g,"victory.,victory"
