,name,gender,origin,meaning,url
5715,Bozidar,Male,Czech-Republic,gift from god,
5716,Bozydar,Male,Poland,gift from god,
5717,Bple,Male,England,cup bearer,
5718,Brac,Male,England,free,
5719,Brac,Male,Welsh,Free.,
5720,Bracha,Female,Israel,a blessing,
5721,Brachah,Female,Hebrew,Blessed.,
5722,Brachah,Female,Israel,blessed,
5723,Brad,Male,England,broad meadow,
5724,Brad,Male,Welsh,Treason.,
5725,Bradach,Male,Gaelic,Spirited.,
5726,Bradach,Male,Scotland,spirited,
5727,Bradaigh,Male,Ireland,spirited,
5728,Bradan,Male,England,from the broad valley,
5729,Bradana,Female,Scotland,salmon,
5730,Bradbourne,Male,England,from the broad brook,
5731,Bradburn,Male,England,from the broad brook,
5732,Bradd,Male,England,"broad, wide",
5733,Braddock,Male,England,broad-spreading oak,
5734,Braddon,Male,England,broad hillside,
5735,Braddon,Male,Irish,Broad hillside.,
5736,Braden,Male,England,broad,
5737,Braden,Male,Irish,Broad hillside.,
5738,Braden,Male,Scottish,Salmon.,
5739,Bradene,Male,England,from the broad valley,
5740,Bradey,Male,Ireland,spirited,
5741,Bradford,Male,England,a broad ford,
5742,Bradig,Male,England,from tbe broad island,
5743,Bradleah,Male,England,from tbe broad meadow,
5744,Bradlee,Male,England,from tbe broad meadow,
5745,Bradley,Male,England,"a broad lea, meadow",
5746,Bradly,Male,England,from tbe broad meadow,
5747,Bradney,Male,England,from the broad meadow,
5748,Bradon,Male,English,Broad hillside.,
5749,Bradon,Male,Ireland,broad hillside,
5750,Bradshaw,Male,England,"broad field, forest",
5751,Bradwell,Male,England,from the broad spring,
5752,Bradwen,Male,England,legendary son of moren,
5753,Bradwen,Male,Welsh,Legendary son of Moren.,
5754,Bradwr,Male,England,traitor,
5755,Bradwr,Male,Welsh,Traitor.,
5756,Brady,Male,English,From tbe broad island.,
5757,Brady,Male,Gaelic,Spirited.,
5758,Brady,M or F,Ireland,broad shouldered,
5759,Bradyn,Male,England,from the broad valley,
5760,Braeden,Male,English,Broad hillside.,
5761,Braeden,Male,Ireland,from the dark valley,
5762,Braedon,Male,England,broad hillside,
5763,Braedon,Male,Irish,Broad hillside.,
5764,Braedyn,Female,England,broad hill,
5765,Braen,Male,England,corrupt,
5766,Braen,Male,Welsh,Corrupt.,
5767,Bragi,Male,Norway,god of poetry,
5768,Brahma,Male,India,absolute,
5769,Brahman,Male,India,absolute,
5770,Brahmaputra,Male,India,son of brahma,
5771,Braima,Female,Africa,father of multitudes,
5772,Brainard,Male,England,bold raven,
5773,Brainerd,Male,England,bold raven,
5774,Braiten,Male,America,the unique one,
5775,Braith,Female,England,freckled,
5776,Braith,Female,Welsh,Freckled.,
5777,Braleah,Male,England,from the hillslope meadow,
5778,Bram,Male,Gaelic,Raven.,
5779,Bram,Male,Ireland,irish form of abraham,
5780,Bramm,Male,Gaelic,Variant of Bram: Raven.,
5781,Bramm,Male,Scotland,"derived from bram, raven",
5782,Bran,Male,Celtic,Raven.,
5783,Bran,Male,England,from the name brand,
5784,Bran,Male,Gaelic,Variant of Bram: Raven.,
5785,Bran,Male,Welsh,Raven.,
5786,Brand,Male,England,marked by fire,
5787,Branda,Female,England,freckled,
5788,Brandais,Female,Netherlands,burnt wine,
5789,Brandan,Male,Celtic,Sword.,
5790,Brandan,Male,Ireland,name of a saint,
5791,Branddun,Male,England,from the beacon hill,
5792,Brande,Female,England,firebrand,
5793,Brandee,Female,Scandinavia,brandy,
5794,Brandeles,Male,Scotland,a knight,
5795,Brandelis,Male,Scotland,a knight,
5796,Branden,Male,Ireland,little raven,
5797,Brander,Male,Norway,a fiery sword,
5798,Brandi,Female,America,warm,
5799,Brandie,Female,America,sweet nectar,
5800,Brandin,Male,England,beacon on the hill,
5801,Brandon,Male,Ireland,little raven,
5802,Brandr,Male,Icelandic,Sword.,
5803,Brandr,Male,Norway,firebrand,
5804,Brandubh,Male,Ireland,black raven,
5805,Branduff,Male,Ireland,black raven,
5806,Brandy,Female,America,warm,
5807,Branegan,Male,Ireland,raven,
5808,Brangwen,Female,England,dark and pure,
5809,Brangwen,Female,Welsh,Dark and pure.,
5810,Brangwy,Female,England,dark and pure,
5811,Brangwy,Female,Welsh,Dark and pure.,
5812,Branhard,Male,England,bold raven,
5813,Branigan,Male,Ireland,surname,
5814,Brann,Male,Celtic,Raven.,
5815,Brann,Male,Gaelic,Variant of Bram: Raven.,
5816,Brann,Female,Ireland,raven,
5817,Brannan,Male,Ireland,derived from brandon,
5818,Brannen,Male,Ireland,derived from brandon,
5819,Brannon,Male,England,strong,
5820,Brannon,Male,Irish,Variant of Brandon.,
5821,Brannt,Male,England,"derived from brant, proud",
5822,Branor,Male,Scotland,a knight,
5823,Branson,Male,Ireland,son of brandon,
5824,Branstock,Male,Norway,a tree in volsungs palace,
5825,Brant,Male,England,proud,
5826,Brantley,Male,England,proud,
5827,Branton,Male,Germany,firebrand,
5828,Branwen,Female,Celtic,Sister of Bendigeidfran.,
5829,Branwenn,Female,England,dark and pure,
5830,Branwenn,Female,Welsh,Dark and pure.,
5831,Branwyn,Female,Scotland,daughter of llyr,
5832,Branwyn,Female,Welsh,White-breasted.,
5833,Braoin,Male,Ireland,sadness,
5834,Brarn,Male,Celtic,Raven.,
5835,Brarn,Male,Ireland,raven,
5836,Brasen,M or F,America,gods gift,
5837,Brasil,Male,Celtic,Battle.,
5838,Brasil,Male,Ireland,battle,
5839,Bratislav,Male,Serbia,brother glory,
5840,Bratumil,Male,Poland,brotherly love,
5841,Braun,Male,Germany,strong one,
5842,Braw)eigh,Male,England,from the hillslope meadow,
5843,Brawley,Male,England,from the hillslope meadow,
5844,Braxton,Male,England,brocks town,
5845,Bray,Male,England,to cry out,
5846,Brayden,Male,English,Broad hillside.,
5847,Brayden,M or F,Ireland,brave,
5848,Braydon,Male,England,broad hillside,
5849,Braydon,Male,Irish,Broad hillside.,
5850,Brayleigh,Female,America,ray of hope,
5851,Brayton,Male,England,from great bitain,
5852,Braz,M or F,Latin-America,one who stammers,
5853,Brazil,M or F,Ireland,strife,
5854,Brea,Female,Ireland,beauty beyond sight,
5855,Breac,Male,Scotland,speckled,
5856,Breana,Female,Israel,close to god,
5857,Breanainn,Male,Celtic,Sword.,
5858,Breanainn,Male,Ireland,sword,
5859,Breandan,Male,Celtic,Sword.,
5860,Breandan,M or F,Gaelic,Brave.,
5861,Breandan,M or F,Ireland,little raven,
5862,Breanna,Female,Ireland,strong,
5863,Breanne,Female,Ireland,strong,
5864,Breasal,Male,Ireland,pain,
5865,Brecc,Male,England,name of a king,
5866,Brechje,Female,Netherlands,bright,
5867,Breck,Male,Gaelic,Freckled.,
5868,Breck,M or F,Ireland,freckled,
5869,Brecken,Female,Ireland,freckled,
5870,Breckin,M or F,Ireland,freckled,
5871,Bredbeddle,Male,Scotland,the green knight,
5872,Brede,M or F,Poland,the glaciar,
5873,Bredon,Male,Celtic,Sword.,
5874,Bredon,Male,Ireland,sword,
5875,Bree,Female,Ireland,strong one,
5876,Breeda,Female,Celtic,Strong.,
5877,Breeda,Female,Ireland,strong,
5878,Breen,M or F,Ireland,fairy palace,
5879,Breena,Female,Ireland,fairy land,
5880,Breezy,Female,Spain,from the iliad,
5881,Brefew,Male,Persia,strong willed,
5882,Bregus,Female,England,frail,
5883,Bregus,Female,Welsh,Frail.,
5884,Brehus,Male,Scotland,a knight,
5885,Breiah,Female,England,beautiful,
5886,Breindel,M or F,Israel,blessing,
5887,Breine,Male,Israel,blessed,
5888,Bremusa,Female,Latin-America,an amazon,
5889,Bren,Male,Germany,flame,
5890,Brencis,M or F,Slovakia,crowned with laurel,
5891,Brend,M or F,Ireland,little raven,
5892,Brenda,Female,Gaelic,Little raven.,
5893,Brenda,Female,Scandinavia,sword,
5894,Brendalynn,Female,Ireland,beacon on the hill,
5895,Brendan,Male,Celtic,Raven.,
5896,Brendan,Male,Gaelic,Brave.,
5897,Brendan,Male,German,Flame.,
5898,Brendan,Male,Ireland,little raven,
5899,Brenden,Male,Ireland,prince,
5900,Brendis,Male,Germany,flame,
5901,Brendolyn,Female,Ireland,feminine of brendan,
5902,Brendon,Male,Gaelic,Brave.,
5903,Brendon,Male,Ireland,little raven,
5904,Brends,Male,Latin-America,victorious,
5905,Brendt,Male,Ireland,hilltop variant of brent,
5906,Brendy,Female,America,sword,
5907,Brendyn,Male,Ireland,little raven,
5908,Brenna,Female,Celtic,Raven.,
5909,Brenna,Female,Ireland,little raven,
5910,Brennalyn,Female,Ireland,maiden with dark hair,
5911,Brennan,Male,Celtic,Raven.,
5912,Brennan,Male,Gaelic,Brave.,
5913,Brennan,Male,Ireland,raven-like,
5914,Brennen,Male,Ireland,prince,
5915,Brent,Male,Celtic,Hilltop.,
5916,Brent,Male,England,from high on the hill,
5917,Brentan,Male,England,from the steep hill,
5918,Brenten,Male,England,hilltop,
5919,Brentley,Male,Ireland,hilltop,
5920,Brently,Male,Ireland,hilltop,
5921,Brenton,Male,England,hilltop,
5922,Breri,Male,Scotland,a messenger,
5923,Breslin,Male,Ireland,surname,
5924,Bressal,Male,Celtic,Battle.,
5925,Bressal,Male,Ireland,battle,
5926,Bret,M or F,Celtic,A Breton.,
5927,Bret,M or F,France,native of brittany,
5928,Bretislav,Male,Czech-Republic,glorious noise,
5929,Brett,Male,Celtic,A Breton.,
5930,Brett,M or F,Ireland,briton,
5931,Bretta,Female,Celtic,From Britain.,
5932,Bretta,Female,Ireland,from britain,
5933,Breuse,Male,Scotland,a knight,
5934,Brewster,Male,Germany,one who brews beer,
5935,Brewstere,Male,England,brewer,
5936,Brexton,Male,Gaelic,Freckled.,
5937,Brexton,Male,Scotland,freckled,
5938,Breya,Female,Ireland,pure and spirited,
5939,Breyon,M or F,America,strong one,
5940,Brezziana,Female,England,full of energy,
5941,Bria,Female,Ireland,hill,
5942,Briac,Male,Ireland,estime,
5943,Briallan,Female,England,primrose,
5944,Briallan,Female,Welsh,Primrose.,
5945,Briallen,Female,England,primrose,
5946,Brian,Male,Ireland,strong one,
5947,Briana,Female,Ireland,fortitude and strength,
5948,Briand,Male,France,castle,
5949,Briann,Female,Ireland,she ascends,
5950,Brianna,Female,Ireland,strong one,
5951,Briannah,Female,Ireland,she ascends,
5952,Brianne,Female,Ireland,strong one,
5953,Briannon,Female,Ireland,she ascends,
5954,Briar,M or F,England,shrub or small tree,
5955,Briaunna,Female,Ireland,strong one,
5956,Brice,Male,England,son of a nobleman,
5957,Brice,Male,French,From Brieuxtown.,
5958,Brice,Male,Scottish,Speckled.,
5959,Bricen,Male,England,ambitious,
5960,Brick,Male,England,from the name brice,
5961,Brickman,Male,England,bridge,
5962,Bricriu,Male,Celtic,The poison tongued.,
5963,Bricriu,Male,Ireland,the poison tongued,
5964,Brid,Female,Celtic,Strong.,
5965,Brid,Female,Ireland,strong,
5966,Bride,Female,Ireland,protective,
5967,Bridger,Male,England,lives at tbe bridge,
5968,Bridget,Female,Celtic,Strong.,
5969,Bridget,Female,Ireland,strong,
5970,Bridgit,Female,Ireland,from the name bridget,
5971,Bridie,Female,Ireland,strong,
5972,Brie,Female,France,from no region of france,
5973,Brieg,M or F,Scotland,esteem,
5974,Brielle,Female,France,exalted goddess,
5975,Brien,Male,England,lives near a bridge,
5976,Brienda,Female,Spain,open,
5977,Brienna,Female,Ireland,she ascends,
5978,Brienne,Female,Ireland,she ascends,
5979,Brier,Male,England,heather,
5980,Briet,Female,Scandinavia,beautiful,
5981,Brietta,Female,Celtic,Strong.,
5982,Brietta,Female,Ireland,strong,
5983,Brigantia,Female,England,yorkshire goddess,
5984,Brigbam,Male,England,lives by the bridge,
5985,Brigetta,Female,Sweden,strong,
5986,Brigette,Female,France,strong,
5987,Briggebam,Male,England,lives by the bridge,
5988,Briggere,Male,England,lives at tbe bridge,
5989,Brigham,Male,England,covered bridge,
5990,Brighid,Female,Celtic,Strong.,
5991,Brighid,Female,Ireland,bringer/bearer of light,
5992,Brighton,Male,England,from the bright town,
5993,Brigid,Female,Celtic,Strong.,
5994,Brigid,Female,Ireland,strong,
5995,Brigida,Female,Spain,bridget,
5996,Brigidia,Female,Spain,bridget,
5997,Brigit,Female,Scandinavia,strong,
5998,Brigita,Female,Latvia,exalted one,
5999,Brigitta,Female,Celtic,Strong.,
6000,Brigitta,Female,Ireland,strong,
6001,Brigitte,Female,Celtic,Strong.,
6002,Brigitte,Female,France,from the name bridget,
6003,Brijmohan,Male,India,sri krishna,
6004,Brik,Male,England,bridge,
6005,Brilane,M or F,England,from brigham lane,
6006,Brilliant,M or F,America,to sparkle,
6007,Brimlad,Female,England,seaway,
6008,Brin,Female,Ireland,small meadow,
6009,Brina,Female,Celtic,Defender.,
6010,Brina,Female,Irish,Strong.,
6011,Brina,Female,Latin-America,boundry line,
6012,Brinda,Female,India,of the basil plant,
6013,Brinleigh,Female,England,tawney or a small meadow,
6014,Brinley,Male,England,burnt meadow,
6015,Brinly,M or F,England,"virtuous, princess",
6016,Brinton,Male,England,from brinton,
6017,Brion,Male,England,from brinton,
6018,Briony,Female,England,flowering vine,
6019,Brisa,Female,Spain,"breeze, wind",
6020,Briseas,M or F,Greece,wind,
6021,Briseis,Female,Greece,slave of achilles,
6022,Brishen,Female,England,born during rain,
6023,Brisingamen,Female,Norway,freyas necklace,
6024,Brit,Female,Celtic,Strong or from Britain.,
6025,Brit,M or F,England,from the name brittania,
6026,Brita,Female,Celtic,Strong or from Britain.,
6027,Brita,Female,England,from the name brittania,
6028,Britain,M or F,England,from great britain,
6029,Britannia,Female,England,great britain,
6030,Britany,Female,England,from britain,
6031,Brite,Female,Celtic,From Britain.,
6032,Brite,Female,Ireland,from britain,
6033,Brites,Female,Celtic,Strong.,
6034,Brites,Female,Ireland,strong,
6035,Britney,Female,England,from great britain,
6036,Britt,M or F,Scandinavia,the great one,
6037,Britta,Female,Celtic,Strong.,
6038,Britta,Female,Scandinavia,high goddess,
6039,Brittaney,Female,Sweden,strong,
6040,Brittania,Female,England,"from brittain, british",
6041,Brittany,Female,Celtic,From Britain.,
6042,Brittany,Female,England,from britain,
6043,Brittnee,Female,England,from britain,
6044,Brittney,Female,England,from britain,
6045,Brlety,Male,Czech-Republic,searcher,
6046,Broc,Male,England,badger,
6047,Broc,Male,Scottish,Badger.,
6048,Brochan,Male,Scotland,broken,
6049,Brock,Male,England,a badger,
6050,Brock,Male,German,Variant of Brook.,
6051,Brockley,Male,England,from the badger meadow,
6052,Brocleah,Male,England,from tbe badger meadow,
6053,Brocleigh,Male,England,from the badger meadow,
6054,Brocly,Male,England,from the badger meadow,
6055,Broden,Male,Scotland,castle brodie,
6056,Broder,Male,Scandinavia,brother,
6057,Broderic,Male,Scotland,brother,
6058,Broderick,Male,Ireland,brother,
6059,Broderick,Male,Scottish,Brother.,
6060,Broderick,Male,Welsh,Son of Roderick.,
6061,Broderik,Male,England,from the broad ridge,
6062,Brodie,Male,Scotland,from brodie,
6063,Brodric,Male,Scotland,brother,
6064,Brodrick,Male,Scotland,brother,
6065,Brodrig,Male,England,from the broad ridge,
6066,Brodrik,Male,England,from the broad ridge,
6067,Brody,M or F,Ireland,brother,
6068,Brody,Male,Scottish,Second son.,
6069,Broehain,Male,Scotland,broken,
6070,Broga,Male,England,terror,
6071,Brogan,M or F,Ireland,sturdy and strong,
6072,Broin,Male,Celtic,Raven.,
6073,Broin,Male,Ireland,raven,
6074,Brok,Male,England,badger,
6075,Brokk,Male,Norway,a mythical dwarf,
6076,Bromius,Male,Latin-America,god of wine,
6077,Bron,M or F,Africa,the source,
6078,Brona,Female,Ireland,sorrow,
6079,Brondolf,Male,Norway,son of naddodd,
6080,Brone,Male,England,brown,
6081,Brone,Male,Irish,Sorrowful.,
6082,Bronislav,Male,Czech-Republic,glorious armor,
6083,Bronnen,Female,Scotland,a rush,
6084,Bronson,Male,England,son of brown,
6085,Bronson,Male,German,Browns son.,
6086,BrontÃƒÂ«,M or F,Greece,thunder,
6087,Bronwen,Female,England,"dark, pure",
6088,Bronwyn,Female,England,white skinned,
6089,Bronya,Female,Russia,armour,
6090,Brook,M or F,England,running stream,
6091,Brooke,M or F,England,"brook, stream",
6092,Brooklyn,M or F,England,"brook, stream",
6093,Brooklynn,Female,England,"water, stream",
6094,Brooklynne,Female,England,"water, stream",
6095,Brooks,Male,England,running water,
6096,Brookson,Male,England,son of brooke,
6097,Brooksone,Male,England,son of brooke,
6098,Brosh,Male,Armenia,lips,
6099,Brothaigh,Male,Gaelic,From Brodie.,
6100,Brothaigh,Male,Scotland,from brodie,
6101,Brougher,Male,England,lives at the fortress,
6102,Broughton,Male,England,from the fortress town,
6103,Brown,Male,England,dark skinned,
6104,Bruce,Male,France,woods,
6105,Brucie,Female,France,forest sprite,
6106,Bruhier,Male,Arabia,name of a sultan,
6107,Bruis,Male,Ireland,mansion,
6108,Brun,Male,England,brown or dark,
6109,Bruna,Female,Germany,of the dark hair,
6110,Bruna,Female,Italian,Dark haired.,
6111,Brune,Female,Germany,of the dark hair,
6112,Brunella,Female,France,brown haired,
6113,Brunelle,Male,France,dark haired,
6114,Brunetta,Female,Italy,dark haired,
6115,Brunhild,Female,Germany,dark or noble,
6116,Brunhilda,Female,Germany,dark or noble,
6117,Brunhilde,Female,Germany,an armed warrior maiden,
6118,Bruni,Male,Norway,son of earl harek,
6119,Brunnehilde,Female,Norway,armored fighting woman,
6120,Bruno,Male,English,Dark of skin.,
6121,Bruno,Male,Germany,brown one,
6122,Bruno,Male,Italian,Brown haired.,
6123,Brunon,Male,Germany,brown,
6124,Brus,Male,Gaelic,From Bruys.,
6125,Brus,Male,Scotland,from bruys,
6126,Brutus,Male,Latin-America,stupid,
6127,Bryan,Male,Ireland,strong one,
6128,Bryana,Female,England,she ascends,
6129,Bryani,Female,England,flowering vine,
6130,Bryann,Female,Ireland,she ascends,
6131,Bryanna,Female,Ireland,she ascends,
6132,Bryanne,Female,Ireland,strong one,
6133,Bryant,Male,Celtic,Strong.,
6134,Bryant,Male,English,Popular variant of Brian.,
6135,Bryant,Male,French,He ascends.,
6136,Bryant,Male,Ireland,"strong, honorable",
6137,Bryce,M or F,England,son of a nobleman,
6138,Brycen,Male,Scotland,derived from bryce,
6139,Bryceton,Male,Scotland,derived from bryce,
6140,Brychan,Male,Welsh,Speckled; spotted.,
6141,Bryden,Male,England,place name in britain,
6142,Brydger,Male,England,lives at tbe bridge,
6143,Bryer,Male,Canada,gentle and sweet,
6144,Bryggere,Male,England,lives at tbe bridge,
6145,Brygid,Female,Celtic,Strong.,
6146,Brygid,Female,Ireland,strong,
6147,Brygida,Female,Poland,strength,
6148,Bryn,Male,Ireland,a hill,
6149,Bryna,Female,Ireland,strong,
6150,Brynda,Female,Ireland,beacon on the hill,
6151,Bryndis,Female,Scandinavia,of strong armor,
6152,Bryne,Male,Ireland,surname,
6153,Bryngerd,Female,Norway,mother of tongue-stein,
6154,Brynhild,Female,Norway,armored fighting woman,
6155,Brynhilde,Female,Norway,armored fighting woman,
6156,Brynhildur,Female,Iceland,armour battle,
6157,Brynja,Female,Scandinavia,armor,
6158,Brynjolf,Male,Norway,killed atli,
6159,Brynmor,Male,Ireland,a large hill,
6160,Brynmor,Male,Welsh,Great hill.,
6161,Brynn,M or F,Ireland,small hill,
6162,Brynn,Male,Welsh,From the hill.,
6163,Bryon,Male,England,popular variant of brian,
6164,Bryony,Female,England,vine with small blossoms,
6165,Brys,Male,France,from brys,
6166,Bryson,Male,America,grandson of a nobleman,
6167,Bryson,Male,English,Nobles son.,
6168,Bryson,Male,Scottish,Variant of Bryce.,
6169,Bryssa,Female,Spain,the woman achilles loved,
6170,Bryston,Male,Scotland,derived from bryce,
6171,Bryton,Male,America,a briton,
6172,Bssil,Male,Celtic,Battle.,
6173,Bssil,Male,Ireland,battle,
6174,Bu,Male,Vietnam,leader,
6175,Buach,Male,Ireland,victorious,
6176,Buadhach,Male,Ireland,victory,
6177,Buadhachan,Male,Gaelic,Victorious.,
6178,Buadhachan,Male,Scotland,victorious,
6179,Buagh,Male,Ireland,victorious,
6180,Buan,Female,Ireland,goodness,
6181,Bubba,Male,Germany,a boy,
6182,Bubona,Female,Latin-America,goddess of cattle,
6183,Bucer,Male,Latin-America,horned,
6184,Buchanan,Male,Scotland,from the cannons seat,
6185,Buciac,Male,Czech-Republic,thick,
6186,Buck,Male,America,"deer, cowboy",
6187,Buck,Male,English,Male deer.,
6188,Buckley,Male,Ireland,boy,
6189,Bud,Male,America,"messenger, friend",
6190,Budd,Male,England,herald,
6191,Buddy,Male,America,friend,
6192,Budha,Male,India,a planet,
6193,Budi,Male,Indonesia,the wise one,
6194,Budington,Male,England,british place name,
