,name,gender,meanings
13009,Diahann,g,"day,divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. also diana princess of wales.."
13010,Diahna,g,divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. also diana princess of wales..
13011,Diallo,b,bold
13012,Diamanda,g,of high value; brilliant. the precious diamond stone..
13013,Diamanta,g,diamond
13014,Diamante,g,"diamond,of high value; brilliant. the precious diamond stone.."
13015,Diamond,u,brilliant gem
13016,Diamonique,g,"of high value, brilliant the precious diamond stone."
13017,Diamont,b,bridge protector
13018,Diamontina,g,"of high value, brilliant the precious diamond stone."
13019,Dian,u,"from god of wine,divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. also diana princess of wales.."
13020,Diana,g,"divine,from the greek goddess of the moon.."
13021,"Diana,",g,
13022,Dianda,g,blend of deanne (divine) plus variants of andrea (masculine) and sandra (protector of man. )..
13023,Diandra,g,"rare and divine flower,blend of deanne (divine) plus variants of andrea (masculine) and sandra (protector of man. )..,divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. also diana princess of wales.."
13024,Diandre,u,"bridge protector,blend of dion and andre."
13025,Diane,u,"celestial hunter,the french form of the latin diana. famous bearer: diane de poitiers, mistress of frances king henri ii.divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. greek goddess of the moon.."
13026,Diangelo,b,"derived from deangelo, from the angel."
13027,Diann,g,
13028,Dianna,g,"divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. also diana princess of wales..,variation of diana, fertile god devine."
13029,Diannah,g,divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. also diana princess of wales..
13030,Dianne,g,"celestial hunter,the french form of the latin diana. famous bearer: diane de poitiers, mistress of frances king henri ii.divine. mythological ancient roman divinity diana was noted for beauty and swiftness; often depicted as a huntress. greek goddess of the moon.."
13031,Diantha,g,"divine flower,modern blend of diana (divine huntress) and anthea (flower).."
13032,Dianthe,g,flower of the gods
13033,Diara,u,gift
13034,Diarmad,b,"free man.,without envy"
13035,Diarmaid,b,"free man.,free"
13036,Diarmait,b,free from envy
13037,Diarmid,b,"free man.,without envy"
13038,Diarmuid,b,free from envy
13039,Diarria,g,didi
13040,Diata,g,lion
13041,Diataria,b,intelligent pretty in the face.
13042,Dibi,g,brocade gold tissue
13043,Diblaim,b,cluster of figs
13044,Dibri,b,an orator
13045,Dibyendu,b,
13046,Dibzahab,g,where much gold is
13047,Dice,g,justice
13048,Dichali,b,"speaks a lot,talks later; speaks a lot.."
13049,Dicie,g,
13050,Dick,b,"powerful, rich ruler,rhyming nickname from medieval times. richard strong ruler was shortened to rick then rhymed to dick.."
13051,Dickens,b,surname
13052,Dickie,b,"brave and strong,a diminutive of richard which originated as a rhyming variant of rick.."
13053,Dickinson,b,"powerful, rich ruler"
13054,Dickon,b,"derived from dickens, surname.,diminutive of richard: hard ruler.."
13055,Dickons,b,"derived from dickens, surname."
13056,Dickran,b,name of a king
13057,Dickson,b,derived from dick from richard strong ruler.
13058,Dicky,b,"brave and strong,a diminutive of richard which originated as a rhyming variant of rick.."
13059,Dicra,g,"slow,slow."
13060,Dicy,g,
13061,Didar,b,vision sight
13062,Didier,b,desire
13063,Didina,g,"desired, beloved"
13064,Didius,b,
13065,Dido,g,the name of a queen of carthage.
13066,Didrika,g,leader of the people
13067,Didymus,g,a twin double
13068,Diederich,b,peoples ruler
13069,Diederik,u,ruler of the people
13070,Diedre,g,"folk rule,melancholy. a variant of the older name deirdre. in celtic legend deirdre died of a broken heart.."
13071,Diedrick,b,gifted ruler derived from diederick.
13072,Diega,g,feminine form of diego supplanter.
13073,Diego,b,st james
13074,Diella,g,worshipper of god
13075,Dielle,g,worships god
13076,Diem,g,not available
13077,Diep,g,not available
13078,Diera,g,from diera
13079,Dierck,b,peoples ruler
13080,Dierdra,g,adaptation of dierdre
13081,Dierdre,g,"sorrowful,dark."
13082,Dieter,b,army of the people
13083,Dieterich,b,
13084,Dietmar,b,
13085,Dietrich,b,peoples ruler
13086,Dietz,b,peoples ruler
13087,Dieudonne,g,god given or given by god
13088,Difyr,g,"amusing,amusing."
13089,Digambar,b,unencumbered
13090,Digambari,g,goddess durga
13091,Digamber,b,"nacked, lord shiva"
13092,Digant,b,horizon
13093,Diganta,b,
13094,Digby,b,"settlement,farm by a ditch. from an english surname and place name.."
13095,Diggory,b,derived from the french egare meaning astray..
13096,Digna,g,worthy
13097,Digne,g,worthy
13098,Digon,b,"legendary son of alar,legendary son of alar."
13099,Digvastra,b,sky clad
13100,Digvijay,b,who is victorious over everyone
13101,Dijana,g,princess
13102,Dijon,b,
13103,Dike,g,justice
13104,Dikeledi,g,tears
13105,Dikesone,b,son of dick
13106,Dikibyr,b,from the dike settlement
13107,Diklah,b,his diminishing
13108,Dikman,g,good fine
13109,Dikran,b,name of a king
13110,Dikranouhi,g,queen
13111,Diksha,g,initiation
13112,Dikshan,b,initiation
13113,Dil,b,heart mind
13114,Dilaawar,b,"derived from dilawar, hearty daring."
13115,Dilan,b,"like a lion,like a lion.,born near the sea."
13116,Dilawar,b,"hearty daring,brave,brave, courageous."
13117,Dilbaag,b,the one with ablossoming heart
13118,Dilber,b,"beloved,lover"
13119,Dildah,b,his diminishing
13120,Dildar,b,"charming, beloved."
13121,Dilean,g,that is poor
13122,Dileep,b,king of the solar race
13123,Dileita,b,
13124,Dilip,b,"a king, ancestor of rama,king, ancestor of lord rama,a king"
13125,Dilipkumar,b,
13126,Dilkhush,b,happy heart or joy to the heart.
13127,Dilkush,b,happy
13128,Dillan,b,"form of dillon,variant of dylan: oceans son.."
13129,Dillard,b,
13130,Dillen,b,"like a lion,like a lion."
13131,Dillian,u,combination of dillon and gillian.
13132,Dillie,u,"born near the sea,born near the sea."
13133,Dillion,b,"faithful.,faithful"
13134,Dillon,b,"like a lion.,faithful.,faithful,born near the sea."
13135,Dillus,b,"legendary son of eurei,legendary son of eurei."
13136,Dillwyn,b,"derived from dilwyn, blessed truth.,variant of dilwyn: blessed truth.."
13137,Dilma,g,
13138,Dilon,b,"derived from dillon, loyal."
13139,Dilraaj,b,hearty kingdom
13140,Dilraj,g,ruler of hearts
13141,Dilshad Khatoon,g,she lived between 730-750.
13142,Dilwyn,b,"blessed truth,blessed truth."
13143,Dilyn,b,"derived from dillon, loyal."
13144,Dilys,g,"true, steadfast,genuine, perfect, true. this name was first used in wales in the mid-19th century.."
13145,Dima,b,powerful warrior
13146,Dimaia,g,daughter of maia
13147,Dimitar,b,earth mother
13148,Dimitra,g,from demeter
13149,Dimitre,b,"derived from dimitri, earth-lover."
13150,Dimitri,b,from demeter goddess of the harvest.
13151,Dimitrios,b,"variation of dimitri, earth-lover."
13152,Dimitris,b,one who loves the earth.
13153,Dimitry,b,"derived from dimitri, earth-lover."
13154,Dimitur,b,lover of the earth
13155,Dimity,g,from the cotton material
13156,Dimka,b,universal
13157,Dimonah,g,dunghill
13158,Dimple,g,
13159,Din,b,religion faith belief
13160,Dina,g,"from the valley.,god has judged,avenged. judged and vindicated. famous bearer: biblical dinah, jacobs only daughter..,form of hebrew dinah. judged and vindicated. in the bible dinah was jacobs only daughter..,love."
13161,Dinabandhu,b,friend of the poor
13162,Dinadan,b,friend of tristan
13163,Dinah,g,"judgment,avenged. judged and vindicated. famous bearer: biblical dinah, jacobs only daughter.."
13164,Dinakar,b,the sun
13165,Dinanath,b,"protector,saviour of the downtrodden or poor"
13166,Dinar,b,"gold coin,name of the grandfather of abu bin thabit."
13167,Dinara,g,
13168,Dinari,b,shining star.
13169,Dindayal,b,kind to the poor
13170,Dinendra,b,"lord of the day, the sun"
13171,Dinesh,b,"the sun,sun, god of the day,the lord of the day; the sun"
13172,Dinesh Chandra,b,
13173,Dingbang,b,protects the country
13174,Dinh,b,"peace, calm"
13175,Dinh-Hoa,b,flower at the peak
13176,Dinhabah,b,he gives judgment
13177,Diniyar,b,
13178,Dink,b,
13179,Dinkar,b,sun
13180,Dino,b,"from the dene.,little sword,abbreviation of names ending like bernardino.."
13181,Dinora,g,"sister of the gorgons,avenged. judged and vindicated. famous bearer: biblical dinah, jacobs only daughter..,form of hebrew dinah. judged and vindicated. in the bible dinah was jacobs only daughter.."
13182,Dinorah,g,"avenged. judged and vindicated. famous bearer: biblical dinah, jacobs only daughter.."
13183,Dinos,b,dim of constantine
13184,Dinpal,b,sun
13185,Dinsdale,b,born on sunday
13186,Dinsmore,b,"from the hill fort.,from the hill fort"
13187,Dio,b,
13188,Diocletian,b,
13189,Diodorus,b,
13190,Diodotus,b,
13191,Diogenes,b,
13192,Diolmhain,b,"faithful.,faithful"
13193,Diomasach,b,"proud.,proud"
13194,Diomedes,b,an evil king
13195,Dion,u,"god.,god of wine and revelry,variant of dennis: from the latin dionysos or dionysus, referring to the greek god of wine..,abbreviation of dionysius.."
13196,Diona,g,from the sacred spring variation of dione.
13197,Diondra,g,"mother of aphrodite,from the sacred spring. variant of dione.."
13198,Diondre,b,"blend of dion and andre,blend of dion and andre."
13199,Dione,g,"mother of aphrodite,feminine form of dion: a variant of dennis, derived from dionysius, the greek god of wine. also from the sacred spring. the mythological dione was wife to zeus and mother of aphrodite.."
13200,Dionicio,b,
13201,Dionis,g,from dionysus god of wine
13202,Dionisa,g,from dionysus god of wine
13203,Dionizy,b,polish form of dionysus god of wine.
13204,Dionna,g,"from dionysus god of wine,from the sacred spring. variant of dione.."
13205,Dionne,g,"from diana,feminine form of dion: a variant of dennis, derived from dionysius, the greek god of wine. also from the sacred spring. the mythological dione was wife to zeus and mother of aphrodite.."
13206,Dionte,b,"abbreviation of dionysius,abbreviation of dionysius.."
13207,Dionusios,b,"derived from dionysus, greek god of wine."
13208,Dionysia,g,named for dionysus god of wine.
13209,Dionysie,g,named for dionysus god of wine.
13210,Dionysios,b,god of wine
13211,Dionysius,b,god of wine and revelry
13212,Dionysus,b,god of wine and revelry
13213,Dionyza,g,pericles prince of tyre wife to cleon.
13214,Diophantus,b,
13215,Dior,u,present
13216,Diorbhall,g,"gaelic form of dorothy.,gaelic form of dorothy"
13217,Diosdado,b,
13218,Diotrephes,g,nourished by jupiter
13219,Dioxippe,g,an amazon
13220,Dipak,b,"lamp,"
13221,Dipal,b,"diya, light"
13222,Dipali,g,"lamps,row of lamps; collection of lamps"
13223,Dipan,g,
13224,Dipankar,b,one who lights lamps
13225,Dipashri,g,lamp
13226,Dipen,b,lord of the lamp
13227,Dipendra,b,lord of lights
13228,Dipendu,b,moon
13229,Dipesh,b,lord of light
13230,Dipika,g,
13231,Dipok,b,
13232,Diptanshu,b,sun
13233,Diptendu,b,bright moon
13234,Dipti,g,brightness
13235,Diqrah,g,a narrator of hadith.
13236,Dirce,g,killed for abusing children.
13237,Dirck,b,dutch forms of theodoric
13238,Dirgham,b,lion
13239,Dirk,b,"famous ruler,a diminutive of derek meaning people ruler. famous bearer: british actor dirk bogarde. a dutch forms of theodoric..,variant of derek: gifted ruler. people ruler. variant of the old german theodoric. famous bearer: derrick was a 17th century hangman at tyhurn, whose name became synonymous with gallows and now refers to a type of crane..."
13240,Dirke,b,a ruler of the people
13241,Dirrnyg,b,"legendary son of caw,legendary son of caw."
13242,Dis,b,hades
13243,Disa,g,double
13244,Discordia,g,goddess of war
13245,Disha,g,direction
13246,Dishan,b,a threshing
13247,Dishi,u,"man of virtue,direction"
13248,Dishita,g,focus diti
13249,Dishon,b,"walks upon.,fatness ashes"
13250,Diss,g,spirited
13251,Dita,g,abreviation of edith
13252,Diti,g,daughter of daksha
13253,Ditte,g,danish pet form of edith or dorothea..
13254,Div,g,evil spirit
13255,Diva,g,"divine one.,divine one"
13256,Divaakar,b,the sun
13257,Divakar,b,"the sun.,sun"
13258,Divers,b,"derived from dives, wealthy man."
13259,Dives,b,wealthy man
13260,Divija,g,born in heaven
13261,Divina,g,divine one
13262,Divit,b,immortal
13263,Divjot,b,divine light
13264,Divleen,b,divine
13265,Divodas,b,ahalya`s father
13266,Divon,b,"walks gently.,walks gently"
13267,Divone,g,"divine one.,divine one"
13268,Divsha,g,"honey.,honey"
13269,Divshah,g,"honey.,honey"
13270,Divvjyot,g,
13271,Divya,g,"divine brilliance,divine, heavenly, brilliant,heavenly, brilliant, extraordinary,divine; divine lustre; heavenly; brilliant"
13272,Divyana,g,divine
13273,Divyanand,b,most pleasedglorious
13274,Divyanshi,g,part of a divine power
13275,Divyanshu,b,"devine light, light of sun.,divine light, sun"
13276,Divyaprakash,b,divine glow
13277,Divyatej,b,divin glow
13278,Divyatma,b,a seersuperior being
13279,Divyendu,b,"moon.,moon,bright moon,the moon"
13280,Divyesh,b,"the sun.,sun"
13281,Diwali,b,cherokee name meaning bowl.
13282,Diwata,g,goddess
13283,Dix,b,"ten,variant of dick from richard strong ruler..."
13284,Dixie,u,"from the south in the u s,abbreviation of richard. in the usa dixie refers to the french word for ten; also to the southern states below the mason- dixon line.."
13285,Dixon,b,son of richard
13286,Diya,u,"brightness radiance,light.,lamp,light (also pronounced ziya)."
13287,Diya-Aldin,b,shining religion
13288,Diya-al-Din,b,faithful
13289,Diyaa Udeen,b,brightness of the faith
13290,Diyaaudeen,b,brightness of the faith
13291,Diyanah,g,religion.
13292,Diyari,b,"gift.,a gift, or a present."
13293,Diza,g,joyous
13294,Dizahab,g,where much gold is
13295,Dizhwar,b,"mean, strong."
13296,Dizzy,b,
13297,Djalma,b,
13298,Django,b,
13299,Djedefra,b,
13300,Djer,b,
13301,Djet,b,
13302,Djibouti,u,
13303,Djibril,b,
13304,Djimon,b,
13305,Djoser,b,name of a pharaoh
13306,Djuana,g,
13307,Djuna,g,
13308,Dlenendra,b,sky god
13309,Dlyope,g,a nymph
13310,Dmitr,b,"derived from dimitri, earth-lover."
13311,Dmitri,b,lover of the earth
13312,Dmitriy,b,
13313,Dmitry,b,
13314,Dmytro,b,
13315,Dnias,b,a murderer
13316,Doaa,g,"pray, a voice of heart, request to all-mighty allah"
13317,Doane,b,hill dweller
13318,Doanna,g,american compound of dorothy and anna.
13319,Dob,b,brilliant
13320,Doba,g,there was no war
13321,Dobber,b,independent
13322,Dobhailen,b,"fierce.,fierce"
13323,Dobieslaw,b,strives for glory
13324,Dobrila,g,"kind, good"
13325,Dobromierz,b,good/famous
13326,Dobromil,b,good grace
13327,Dobromir,b,good fame
13328,Dobroslav,b,good glory
13329,Dobroslaw,b,good glory
13330,Dobry,b,good
13331,Doc,b,
13332,Docia,g,
13333,Docilla,g,calm
13334,Dock,b,
13335,Doctor,b,the 7th son of the 7th son.
13336,Doda,g,aunt
13337,Dodai,g,beloved
13338,Dodanim,g,beloved
13339,Dodavah,g,love
13340,Dodd,b,of the people
13341,Dodek,b,"gift, hero"
13342,Dodie,g,american compound of dorothy and anna.
